Filename,UnifiedQualityScore.native,BackgroundUniformity.native,IlluminationUniformity.native,LuminanceMean.native,LuminanceVariance.native,UnderExposurePrevention.native,OverExposurePrevention.native,DynamicRange.native,Sharpness.native,NoCompressionArtifacts.native,NaturalColour.native,SingleFacePresent.native,EyesOpen.native,MouthClosed.native,EyesVisible.native,MouthOcclusionPrevention.native,FaceOcclusionPrevention.native,InterEyeDistance.native,HeadSize.native,LeftwardCropOfFace.native,RightwardCropOfFace.native,MarginAboveTheFace.native,MarginBelowTheFace.native,HeadPoseYawFrontal.native,HeadPosePitchFrontal.native,HeadPoseRollFrontal.native,ExpressionNeutrality.native,NoHeadCoverings.native,UnifiedQualityScore.scalar,BackgroundUniformity.scalar,IlluminationUniformity.scalar,LuminanceMean.scalar,LuminanceVariance.scalar,UnderExposurePrevention.scalar,OverExposurePrevention.scalar,DynamicRange.scalar,Sharpness.scalar,NoCompressionArtifacts.scalar,NaturalColour.scalar,SingleFacePresent.scalar,EyesOpen.scalar,MouthClosed.scalar,EyesVisible.scalar,MouthOcclusionPrevention.scalar,FaceOcclusionPrevention.scalar,InterEyeDistance.scalar,HeadSize.scalar,LeftwardCropOfFace.scalar,RightwardCropOfFace.scalar,MarginAboveTheFace.scalar,MarginBelowTheFace.scalar,HeadPoseYawFrontal.scalar,HeadPosePitchFrontal.scalar,HeadPoseRollFrontal.scalar,ExpressionNeutrality.scalar,NoHeadCoverings.scalar,glasses
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/201_01_01_051_17.png,24.465.710,80.025.919,0.151925,0.175605,0.009700,0.298163,0,6.501.831,43,0.979554,2.858.709,0,0.100474,0.007721,0,0,0.003458,65.071.640,0.269842,5.353.213,5.491.658,1.705.221,2.015.262,-2.540.345,-0.674468,2.094.177,19.992.542.969,0,64,63,57,38,92,100,100,81,99,100,86,100,100,96,100,100,100,44,5,100,100,95,90,100,100,100,99,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/323_03_01_051_15.png,26.444.651,82.339.018,0.072531,0.177736,0.011631,0.330643,0,6.593.055,38,0.980707,100,0,0.107428,0.011125,0,0,0.002393,75.148.634,0.264831,4.846.446,4.673.358,1.510.641,2.265.961,-1.916.665,0.063524,2.390.749,17.741.259.766,0,79,62,46,39,96,100,100,82,99,100,0,100,100,96,100,100,100,56,5,100,100,75,99,100,100,100,99,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/151_01_01_051_15.png,29.216.169,70.608.820,0.115234,0.115131,0.007175,0.503877,0,6.144.674,43,0.988396,2.294.034,0,0.073522,0,0,0,0.003447,73.133.860,0.305849,5.283.212,4.475.674,1.469.813,1.811.630,-2.546.881,1.744.508,2.258.407,16.902.943.359,0,92,67,52,15,81,100,100,77,99,100,89,100,100,97,100,100,100,54,11,100,100,67,53,100,100,100,99,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/164_01_01_051_17.png,26.415.804,65.945.614,0.275754,0.036443,0.000899,0.947101,0,4.448.313,28,0.963553,3.754.304,0,0.084687,0.006801,0,0,0.003077,73.214.807,0.306337,4.849.315,4.917.808,1.183.427,2.081.199,-4.390.045,-1.907.765,0.633350,13.829.871.094,0.015395,79,69,68,4,16,24,100,56,96,100,81,100,100,96,100,100,100,54,11,100,100,10,94,99,100,100,98,93,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/251_02_01_051_06.png,22.246.687,70.752.511,0.412305,0.322027,0.023305,0.045602,0,7.220.468,37,0.985971,100,0,0.082655,0.011132,0,0,0.062592,70.035.285,0.264657,5.269.278,4.869.441,1.700.313,2.078.160,0.793714,3.593.597,1.663.648,11.564.011.719,0,43,67,77,92,97,100,100,90,98,100,0,100,100,96,100,100,94,50,5,100,100,95,94,100,100,100,96,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/312_03_01_051_17.png,29.350.615,54.075.510,0.166955,0.131155,0.006698,0.447740,0,6.191.462,42,0.981896,3.440.400,0,0.092683,0.007781,0,0,0.002665,69.067.117,0.267759,5.429.653,4.836.011,1.304.528,2.445.014,0.428334,1.372.571,2.459.206,11.588.672.852,0.047156,92,74,58,20,78,100,100,77,99,100,83,100,100,96,100,100,100,49,5,100,100,28,100,100,100,100,97,79,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/183_01_01_051_17.png,24.844.536,82.337.218,0.292011,0.165124,0.007993,0.306646,0,6.393.260,38,0.976282,100,0,0.102889,0.007901,0,0,0.009841,70.203.776,0.263673,5.101.289,5.015.792,1.721.355,2.086.251,-1.542.255,3.702.950,4.518.839,12.688.185.547,0,67,62,69,33,85,100,100,80,99,100,0,100,100,96,100,100,99,50,5,100,100,96,95,100,100,99,97,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/231_01_01_051_08.png,21.871.508,95.142.076,0.310554,0.228781,0.016627,0.124278,0,6.911.912,30,0.987926,2.143.402,0,0.081285,0,0.028267,0,0.096049,69.086.284,0.263889,5.024.239,5.241.425,1.490.375,2.314.837,-1.416.002,1.105.861,2.391.825,12.770.910.156,0,39,57,70,64,100,100,100,86,97,100,89,100,100,97,97,100,90,49,5,100,100,71,99,100,100,100,97,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/137_01_01_051_15.png,28.504.192,92.364.705,0.003460,0.229492,0.018704,0.246378,0,6.897.309,15,0.990994,100,0,0.090334,0.008042,0,0,0.004122,71.499.396,0.259059,4.947.842,5.017.925,1.760.987,2.116.416,-3.775.332,12.315.100,6.792.454,8.888.827.148,0.009541,89,58,18,64,100,100,100,86,91,100,0,100,100,96,100,100,100,52,4,100,100,97,96,100,95,99,94,96,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/162_01_01_051_15.png,27.368.740,97.535.737,0.204898,0.203909,0.013473,0.269311,0,6.675.843,36,0.955247,100,0,0.079155,0,0,0,0.004296,69.213.741,0.245590,5.348.295,4.900.195,1.593.583,2.496.897,-1.764.500,9.918.020,4.139.864,12.292.708.008,0,84,56,62,52,99,100,100,83,98,100,0,100,100,97,100,100,100,49,3,100,100,87,100,100,97,99,97,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/173_01_01_051_06.png,25.099.310,93.189.127,0.542857,0.282775,0.013500,0.072282,0,6.882.083,24,0.988682,100,0,0.054269,0.007812,0,0,0.000943,73.076.318,0.266669,5.093.979,4.669.481,1.640.575,2.109.311,-2.096.722,4.189.088,2.490.834,14.880.597.656,0,69,58,83,84,99,100,100,86,95,100,0,100,97,96,100,100,100,54,5,100,100,92,96,100,99,100,98,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/190_01_01_051_08.png,24.438.644,128.148.865,0.538580,0.303997,0.021254,0.080545,0,7.115.914,37,0.988361,4.698.266,0,0.093356,0,0,0,0.038183,72.181.382,0.265919,5.472.930,4.392.200,1.541.588,2.233.729,-0.851989,-6.384.737,2.777.297,14.630.492.188,0,63,45,83,89,98,100,100,89,98,100,77,100,100,97,100,100,96,53,5,100,100,80,99,100,99,100,98,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/113_01_01_051_07.png,24.181.253,156.531.788,0.729109,0.358567,0.017110,0.021547,0,7.045.614,31,0.990084,100,0,0.067632,0,0,0,0.003010,73.078.773,0.284697,5.009.470,4.749.416,1.594.038,1.931.944,-1.241.499,3.485.515,3.191.024,9.156.325.195,0,61,36,91,96,100,100,100,88,97,100,0,100,99,97,100,100,100,54,7,100,100,87,79,100,100,100,94,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/242_01_01_051_06.png,25.303.263,68.132.083,0.290895,0.401810,0.028553,0.042823,0,7.367.839,47,0.984669,100,0,0.106326,0.008096,0,0,0.020468,69.030.021,0.257344,5.274.808,4.999.475,1.430.705,2.471.218,-1.471.839,0.466831,0.918773,16.307.517.578,0,71,68,69,98,92,100,100,92,100,100,0,100,100,96,100,100,98,49,4,100,100,58,100,100,100,100,99,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/092_01_01_051_07.png,24.701.515,217.134.731,0.600346,0.460642,0.028972,0.019390,0.000442,7.449.863,41,0.988282,100,0,0.102801,0,0,0,0.005052,71.268.779,0.264004,4.776.902,5.212.443,1.941.451,1.862.208,-2.926.422,9.087.865,3.255.265,6.807.567.383,0,66,21,86,99,91,100,96,93,99,100,0,100,100,97,100,100,99,52,5,100,100,100,65,100,98,100,91,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/198_01_01_051_17.png,28.709.909,104.907.771,0.196367,0.182126,0.013748,0.310866,0,6.740.016,15,0.988508,100,0,0.106672,0.114065,0,0,0.012233,65.125.815,0.256354,5.758.338,5.067.337,1.503.618,2.397.661,0.536435,-2.573.724,0.863958,5.359.686.035,0,90,53,61,41,99,100,100,84,91,100,0,100,100,81,100,100,99,44,4,100,100,74,100,100,100,100,89,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/148_01_01_051_07.png,28.571.226,184.549.833,0.682449,0.435403,0.021530,0.016889,0.000240,7.222.913,45,0.987723,100,0,0.112937,0,0,0,0.003073,69.032.317,0.235437,5.521.739,4.753.623,1.911.430,2.336.192,-1.753.241,5.296.714,0.985976,17.412.968.750,0,89,28,89,99,98,100,98,90,100,100,0,100,100,97,100,100,100,49,3,100,100,99,100,100,99,100,99,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/333_03_01_051_16.png,25.643.204,128.750.327,0.762449,0.230812,0.012483,0.133425,0,6.807.759,23,0.990244,100,0,0.112192,0,0,0,0.005775,66.196.901,0.240625,5.832.664,4.863.078,1.426.087,2.747.826,4.334.379,1.312.978,0.330540,14.267.938.477,0,73,44,92,65,97,100,100,85,95,100,0,100,100,97,100,100,99,45,3,100,100,56,100,99,100,100,98,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/130_01_01_051_07.png,24.736.580,99.817.262,0.594123,0.375489,0.022387,0.033422,0.002784,7.235.602,42,0.990278,100,0,0.080362,0,0,0,0.004408,73.084.097,0.286551,4.913.661,4.845.225,1.313.554,2.189.256,1.421.096,2.357.082,2.307.980,10.367.138.672,0,66,55,86,97,97,100,78,90,99,100,0,100,100,97,100,100,100,54,7,100,100,30,98,100,100,100,96,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/039_01_01_051_07.png,25.431.587,100.404.581,0.646531,0.323307,0.018441,0.048550,0,7.096.105,-10,0.990762,100,0,0.071079,0.054599,0,0,0.021064,73.042.547,0.269810,4.958.439,4.807.768,1.604.603,2.116.215,1.791.392,7.947.583,0.640887,7.324.974.121,0,72,55,88,92,100,100,100,89,62,100,0,100,99,92,100,100,98,54,5,100,100,89,96,100,98,100,92,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/233_01_01_051_07.png,24.993.349,121.879.164,0.655709,0.308449,0.030038,0.146616,0,7.335.707,38,0.989523,100,0,0.069718,0.007715,0,0,0.000686,69.206.107,0.270035,5.276.021,4.972.469,1.394.302,2.323.836,1.545.769,0.386582,3.469.339,12.416.067.383,0,68,47,88,90,90,100,100,92,99,100,0,100,99,96,100,100,100,49,5,100,100,49,99,100,100,100,97,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/105_01_01_051_16.png,26.532.633,113.997.049,0.674805,0.213916,0.008864,0.127764,0,6.589.014,41,0.986578,100,0,0.092907,0.007780,0,0,0.004312,68.079.677,0.267781,5.362.431,5.039.216,1.647.985,2.100.986,1.142.441,4.178.615,-1.170.558,18.945.273.438,0.001365,80,50,89,57,89,100,100,82,99,100,0,100,100,96,100,100,100,48,5,100,100,92,95,100,99,100,99,99,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/278_02_01_051_08.png,27.633.249,80.269.800,0.591020,0.239475,0.013419,0.126143,0,6.863.928,44,0.994269,1.667.656,0,0.100477,0.007130,0,0,0.002588,79.635.403,0.292204,4.493.388,4.581.741,1.447.638,1.975.349,-5.801.463,-1.591.117,4.634.950,15.413.853.516,0,86,63,85,69,99,100,100,86,99,100,92,100,100,96,100,100,100,62,8,100,100,62,85,99,100,99,98,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/228_01_01_051_08.png,26.577.150,162.336.805,0.359375,0.342055,0.022746,0.060389,0,7.260.754,37,0.989958,100,0,0.079973,0.007434,0,0,0.002049,69.129.740,0.280226,5.458.611,4.807.053,1.634.283,1.947.707,2.476.270,3.977.903,-0.301343,12.748.195.312,0,80,34,74,94,97,100,100,91,98,100,0,100,100,96,100,100,100,49,6,100,100,91,81,100,100,100,97,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/169_01_01_051_07.png,25.453.491,140.893.840,0.606282,0.503003,0.028351,0.005736,0.000034,7.436.438,38,0.993823,100,0,0.081701,0.008366,0,0,0.001784,71.085.639,0.249013,5.238.917,4.774.174,1.604.815,2.428.229,-2.694.579,-0.407086,1.790.148,11.685.651.367,0,72,40,86,100,92,100,100,93,99,100,0,100,100,96,100,100,100,51,4,100,100,89,100,100,100,100,97,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/079_01_01_051_08.png,24.647.173,159.055.602,0.609734,0.406045,0.023125,0.024467,0,7.246.931,47,0.989606,100,0,0.103563,0.008055,0,0,0.008262,70.117.867,0.258636,5.291.368,4.834.970,1.643.239,2.223.205,-0.586545,-1.965.260,3.463.269,10.597.379.883,0,65,35,86,98,97,100,100,91,100,100,0,100,100,96,100,100,99,50,4,100,100,92,99,100,100,100,96,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/177_01_01_051_07.png,25.035.271,117.116.272,0.506944,0.540871,0.025655,0.002193,0.000053,7.345.963,41,0.990698,100,0,0.109259,0.010455,0,0,0.006696,77.343.710,0.281807,4.777.725,4.505.822,1.597.198,1.952.131,-3.060.266,3.387.345,5.567.870,14.911.310.547,0,69,48,82,99,94,100,99,92,99,100,0,100,100,96,100,100,99,59,7,100,100,88,82,100,100,99,98,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/196_01_01_051_15.png,25.281.994,92.579.532,0.205882,0.140457,0.010160,0.445233,0,6.429.976,42,0.991713,100,0,0.087285,0.007189,0,0,0.009698,77.003.472,0.289810,4.857.143,4.454.545,1.696.744,1.754.261,0.544120,6.220.381,0.715708,11.250.604.492,0,71,58,62,23,93,100,100,80,99,100,0,100,100,96,100,100,99,59,8,100,100,95,39,100,99,100,96,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/326_03_01_051_08.png,26.840.151,137.805.334,0.570988,0.390897,0.032004,0.061413,0.000139,7.479.347,39,0.992322,100,0,0.083841,0.007921,0,0,0.005342,70.331.547,0.263029,4.768.230,5.337.571,1.536.588,2.265.280,2.644.051,2.177.000,5.273.233,14.560.328.125,0,81,41,85,98,88,100,99,93,99,100,0,100,100,96,100,100,99,50,5,100,100,80,99,100,100,99,98,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/322_03_01_051_16.png,25.656.872,160.967.175,0.392653,0.240539,0.014061,0.126522,0,6.891.492,34,0.992420,100,0,0.101076,0.009237,0,0,0.001943,61.239.531,0.225542,5.676.334,5.790.842,1.700.136,2.735.002,-3.411.534,-4.073.824,4.012.321,11.794.654.297,0,74,34,76,69,99,100,100,86,98,100,0,100,100,96,100,100,100,39,2,100,100,95,100,100,99,100,97,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/049_01_01_051_08.png,27.380.251,149.275.836,0.510031,0.200352,0.010021,0.166261,0,6.652.045,37,0.987127,3.222.168,0,0.099873,0.008332,0,0,0.003123,70.156.216,0.250035,5.140.759,4.997.960,1.708.096,2.291.348,-3.456.864,0.850426,1.596.571,5.529.983.887,0,84,38,82,50,92,100,100,83,98,100,84,100,100,96,100,100,100,50,4,100,100,96,99,100,100,100,89,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/176_01_01_051_16.png,21.470.366,88.071.387,0.499541,0.165416,0.007936,0.240124,0,6.425.778,19,0.981703,1.196.145,0,0.070748,0,0,0,0.035494,74.009.575,0.288549,5.094.129,4.553.638,1.615.900,1.862.270,-0.500080,0.796632,1.359.277,16.137.486.328,0,36,60,81,33,85,100,100,80,93,100,94,100,99,97,100,100,96,55,8,100,100,90,65,100,100,100,99,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/100_01_01_051_15.png,28.008.738,69.796.814,0.050612,0.194437,0.012375,0.278051,0,6.658.934,24,0.983863,100,0,0.060816,0,0,0,0.003176,70.452.834,0.250702,5.266.404,4.839.398,1.628.759,2.360.038,-4.276.573,0.403715,4.333.157,13.286.763.672,0,87,67,41,47,97,100,100,83,95,100,0,100,98,97,100,100,100,51,4,100,100,91,100,99,100,99,97,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/334_03_01_051_15.png,27.622.093,106.608.103,0.227732,0.211386,0.017608,0.254527,0,6.900.502,32,0.990491,100,0,0.096729,0,0,0,0.018464,66.152.868,0.254713,5.747.031,4.930.347,1.725.802,2.200.193,-1.775.710,3.275.640,3.520.275,15.337.054.688,0.003903,86,52,64,56,100,100,100,86,98,100,0,100,100,97,100,100,98,45,4,100,100,96,98,100,100,100,98,98,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/063_01_01_051_06.png,25.253.891,161.732.120,0.406636,0.165818,0.009575,0.266396,0,6.543.664,37,0.990656,3.185.139,0,0.085918,0.008664,0,0,0.046236,65.962.838,0.240447,5.460.817,5.233.283,1.854.489,2.324.641,-1.961.200,-4.955.911,7.887.690,2.374.823.242,0,70,34,76,34,91,100,100,82,98,100,84,100,100,96,100,100,95,45,3,100,100,99,99,100,99,98,81,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/031_01_01_051_07.png,24.573.822,219.753.677,0.602076,0.425829,0.026028,0.017917,0.001421,7.347.125,36,0.991752,100,0,0.077999,0.008000,0,0,0.004082,70.098.442,0.260425,5.055.080,5.083.640,1.703.945,2.135.932,-2.558.505,0.276188,1.403.446,11.923.788.086,0.000064,65,21,86,99,94,100,88,92,98,100,0,100,100,96,100,100,100,50,4,100,100,95,97,100,100,100,97,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/096_01_01_051_16.png,28.293.203,127.552.440,0.772377,0.099523,0.004658,0.604797,0,5.910.087,42,0.980015,3.823.939,0,0.100719,0,0,0,0.002756,75.031.888,0.266718,5.066.667,4.466.667,1.530.830,2.218.141,1.670.495,-0.376053,-0.247809,17.101.652.344,0,88,45,93,12,63,100,100,74,99,100,81,100,100,97,100,100,100,56,5,100,100,79,98,100,100,100,99,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/044_01_01_051_07.png,25.337.721,145.735.387,0.492195,0.537627,0.025214,0.002308,0.008382,7.341.369,47,0.990696,100,0,0.077476,0.008049,0,0,0.003597,67.987.987,0.258824,5.502.814,4.955.491,1.406.799,2.474.025,-6.109.989,-1.354.004,8.538.584,13.250.515.625,0,71,39,81,99,95,100,54,92,100,100,0,100,100,96,100,100,100,47,4,100,100,52,100,99,100,98,97,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/216_01_01_051_07.png,26.421.558,236.931.747,0.606979,0.473914,0.028730,0.012634,0.000138,7.432.326,42,0.991754,100,0,0.073621,0.008139,0,0,0.001831,63.303.207,0.255975,5.411.555,5.712.197,1.585.855,2.337.909,3.302.162,5.403.375,4.256.389,16.228.663.086,0,79,18,86,99,91,100,99,93,99,100,0,100,100,96,100,100,100,42,4,100,100,87,100,100,99,99,99,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/303_03_01_051_07.png,25.818.167,205.838.568,0.778547,0.365398,0.019693,0.037787,0,7.160.094,39,0.994337,100,0,0.087272,0.011336,0,0,0.004567,68.500.087,0.259910,5.163.888,5.193.145,1.593.461,2.269.475,3.673.492,3.701.880,4.602.677,12.256.347.656,0,75,23,93,96,99,100,100,90,99,100,0,100,100,96,100,100,100,48,4,100,100,87,99,100,100,99,97,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/036_01_01_051_16.png,27.115.847,151.195.265,0.679184,0.152770,0.009112,0.338169,0,6.481.411,26,0.975459,2.308.086,0,0.100685,0.007914,0,0,0.003998,71.138.039,0.263245,5.315.515,4.682.715,1.614.933,2.184.910,-1.532.707,5.703.597,3.445.962,15.980.166.992,0,83,37,89,28,90,100,100,81,96,100,89,100,100,96,100,100,100,51,5,100,100,90,98,100,99,100,99,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/088_01_01_051_06.png,24.160.837,147.362.158,0.339506,0.367862,0.022681,0.057752,0.000035,7.179.250,26,0.988610,100,0,0.080841,0.009959,0,0,0.004412,76.184.902,0.295833,4.533.199,4.874.832,1.387.324,1.992.958,-2.621.211,3.495.663,1.742.538,11.968.161.133,0,61,38,72,97,97,100,100,90,96,100,0,100,100,96,100,100,100,58,9,100,100,47,87,100,100,100,97,100,n
Multi-PIE/well-litFrontalNeutralProbes/withoutGlasses/135_01_01_051_17.png,29.260.479,83.955.181,0.164371,0.191325,0.010168,0.232071,0,6.601.186,35,0.968996,2.406.490,0,0.090445,0.012186,0,0,0.002109,65.137.680,0.241777,5.307.692,5.538.462,1.671.855,2.464.693,-3.725.924,-0.913932,1.713.921,14.695.640.625,0.097908,92,61,58,46,93,100,100,83,98,100,88,100,100,96,100,100,100,44,3,100,100,94,100,100,100,100,98,57,n
